# OpenSignals Text File Format. Version 1
# {"84:BA:20:5E:FF:67": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:5E:FF:67", "device connection": "BTH84:BA:20:5E:FF:67", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-3-4", "time": "17:13:21.133", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	510	585	0	512	38	11	
1	0	0	0	0	516	580	0	507	38	11	
2	0	0	0	0	515	578	0	507	39	11	
3	0	0	0	0	527	576	0	499	39	11	
4	0	0	0	0	517	575	0	516	38	11	
5	0	0	0	0	518	570	0	507	38	11	
6	0	0	0	0	518	566	0	508	39	11	
7	0	0	0	0	513	559	0	512	40	11	
8	0	0	0	0	508	551	0	509	39	11	
9	0	0	0	0	510	545	0	498	38	11	
10	0	0	0	0	510	536	0	511	38	11	
11	0	0	0	0	516	526	0	513	39	11	
12	0	0	0	0	518	515	0	510	39	11	
13	0	0	0	0	516	505	0	508	38	11	
14	0	0	0	0	511	496	0	502	38	11	
15	0	0	0	0	513	487	0	511	39	11	
0	0	0	0	0	511	484	0	512	38	11	
1	0	0	0	0	513	482	0	501	38	11	
2	0	0	0	0	504	479	0	503	39	11	
3	0	0	0	0	515	473	0	512	39	11	
4	0	0	0	0	513	467	0	504	39	11	
5	0	0	0	0	512	467	0	508	38	11	
6	0	0	0	0	516	467	0	506	39	11	
7	0	0	0	0	514	460	0	509	39	11	
8	0	0	0	0	519	450	0	503	39	11	
9	0	0	0	0	513	444	0	506	38	11	
10	0	0	0	0	523	437	0	505	38	11	
11	0	0	0	0	518	437	0	505	39	11	
12	0	0	0	0	512	430	0	511	38	11	
13	0	0	0	0	519	417	0	510	38	11	
14	0	0	0	0	519	399	0	515	39	11	
15	0	0	0	0	508	383	0	511	39	11	
0	0	0	0	0	514	369	0	519	38	11	
1	0	0	0	0	510	368	0	505	38	11	
2	0	0	0	0	512	377	0	507	39	11	
3	0	0	0	0	516	396	0	512	39	11	
4	0	0	0	0	501	408	0	511	38	11	
5	0	0	0	0	515	420	0	510	38	11	
6	0	0	0	0	510	433	0	506	39	11	
7	0	0	0	0	517	441	0	510	39	11	
8	0	0	0	0	508	441	0	513	39	11	
9	0	0	0	0	511	447	0	511	38	11	
10	0	0	0	0	507	453	0	512	38	11	
11	0	0	0	0	513	461	0	513	39	11	
12	0	0	0	0	513	469	0	518	39	11	
13	0	0	0	0	508	480	0	515	38	11	
14	0	0	0	0	518	494	0	520	39	11	
15	0	0	0	0	522	536	0	514	39	11	
0	0	0	0	0	512	553	0	521	39	11	
1	0	0	0	0	508	428	0	514	38	11	
2	0	0	0	0	505	118	0	512	39	11	
3	0	0	0	0	513	159	0	508	39	11	
4	0	0	0	0	508	501	0	508	39	11	
5	0	0	0	0	521	609	0	513	38	11	
6	0	0	0	0	511	647	0	517	39	11	
7	0	0	0	0	518	655	0	515	39	11	
8	0	0	0	0	509	649	0	523	39	11	
9	0	0	0	0	514	643	0	517	38	11	
10	0	0	0	0	514	629	0	521	38	11	
11	0	0	0	0	522	624	0	515	39	11	
12	0	0	0	0	513	629	0	512	39	11	
13	0	0	0	0	516	638	0	508	39	11	
14	0	0	0	0	513	646	0	516	39	11	
15	0	0	0	0	515	651	0	518	39	11	
0	0	0	0	0	518	653	0	523	38	11	
1	0	0	0	0	520	657	0	510	38	11	
2	0	0	0	0	509	657	0	509	39	11	
3	0	0	0	0	518	657	0	507	39	11	
4	0	0	0	0	510	659	0	520	39	11	
5	0	0	0	0	516	660	0	509	39	11	
6	0	0	0	0	515	652	0	523	39	11	
7	0	0	0	0	521	637	0	500	39	11	
8	0	0	0	0	514	621	0	510	39	11	
9	0	0	0	0	525	611	0	513	38	11	
10	0	0	0	0	519	605	0	515	38	11	
11	0	0	0	0	518	598	0	511	39	11	
12	0	0	0	0	512	591	0	506	39	11	
13	0	0	0	0	518	582	0	507	38	11	
14	0	0	0	0	517	564	0	506	39	11	
15	0	0	0	0	518	555	0	507	39	11	
0	0	0	0	0	507	547	0	506	39	11	
1	0	0	0	0	512	539	0	517	38	11	
2	0	0	0	0	511	530	0	509	39	11	
3	0	0	0	0	521	528	0	519	39	11	
4	0	0	0	0	511	527	0	510	39	11	
5	0	0	0	0	521	526	0	512	38	11	
6	0	0	0	0	512	520	0	512	39	11	
7	0	0	0	0	516	514	0	513	39	11	
8	0	0	0	0	513	502	0	518	38	11	
9	0	0	0	0	519	491	0	513	39	11	
10	0	0	0	0	512	470	0	507	39	11	
11	0	0	0	0	518	444	0	515	39	11	
12	0	0	0	0	515	415	0	512	39	11	
13	0	0	0	0	517	399	0	513	38	11	
14	0	0	0	0	512	382	0	512	39	11	
15	0	0	0	0	517	366	0	515	39	11	
0	0	0	0	0	513	354	0	513	39	11	
1	0	0	0	0	513	349	0	514	38	11	
2	0	0	0	0	516	350	0	513	39	11	
3	0	0	0	0	513	354	0	515	39	11	
4	0	0	0	0	515	361	0	514	39	11	
5	0	0	0	0	514	370	0	509	38	11	
6	0	0	0	0	511	382	0	508	38	11	
7	0	0	0	0	519	396	0	506	39	11	
8	0	0	0	0	510	411	0	502	39	11	
9	0	0	0	0	518	426	0	524	38	11	
10	0	0	0	0	510	444	0	515	39	11	
11	0	0	0	0	515	461	0	514	39	11	
12	0	0	0	0	515	478	0	513	39	11	
13	0	0	0	0	514	489	0	507	38	11	
14	0	0	0	0	507	505	0	509	39	11	
15	0	0	0	0	515	520	0	513	39	11	
0	0	0	0	0	519	527	0	512	39	11	
1	0	0	0	0	514	536	0	506	38	11	
