# OpenSignals Text File Format. Version 1
# {"84:BA:20:5E:FF:67": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:5E:FF:67", "device connection": "BTH84:BA:20:5E:FF:67", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-3-4", "time": "17:17:4.640", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	519	531	0	509	39	16	
1	0	0	0	0	512	527	0	500	39	16	
2	0	0	0	0	521	526	0	507	39	16	
3	0	0	0	0	508	522	0	507	39	16	
4	0	0	0	0	519	519	0	493	39	16	
5	0	0	0	0	515	515	0	503	39	16	
6	0	0	0	0	517	514	0	505	39	16	
7	0	0	0	0	516	510	0	497	39	16	
8	0	0	0	0	517	508	0	507	39	16	
9	0	0	0	0	513	504	0	499	39	16	
10	0	0	0	0	524	504	0	490	39	16	
11	0	0	0	0	511	503	0	493	39	16	
12	0	0	0	0	512	504	0	506	39	16	
13	0	0	0	0	519	505	0	502	39	16	
14	0	0	0	0	515	511	0	484	39	16	
15	0	0	0	0	516	511	0	494	39	16	
0	0	0	0	0	512	516	0	500	39	16	
1	0	0	0	0	512	518	0	498	39	16	
2	0	0	0	0	516	522	0	493	39	16	
3	0	0	0	0	513	519	0	491	39	16	
4	0	0	0	0	524	519	0	493	39	16	
5	0	0	0	0	505	519	0	467	39	16	
6	0	0	0	0	513	519	0	487	39	16	
7	0	0	0	0	513	515	0	471	39	16	
8	0	0	0	0	519	516	0	493	39	16	
9	0	0	0	0	516	513	0	491	39	16	
10	0	0	0	0	520	514	0	487	39	16	
11	0	0	0	0	511	512	0	484	39	16	
12	0	0	0	0	519	512	0	484	39	16	
13	0	0	0	0	510	509	0	486	39	16	
14	0	0	0	0	523	510	0	485	39	16	
15	0	0	0	0	507	507	0	483	39	16	
0	0	0	0	0	514	508	0	485	39	16	
1	0	0	0	0	516	507	0	487	39	16	
2	0	0	0	0	519	509	0	501	39	16	
3	0	0	0	0	513	507	0	515	39	16	
4	0	0	0	0	516	509	0	489	39	16	
5	0	0	0	0	515	506	0	476	39	16	
6	0	0	0	0	515	507	0	492	39	16	
7	0	0	0	0	507	505	0	477	39	16	
8	0	0	0	0	512	508	0	480	39	16	
9	0	0	0	0	509	506	0	479	39	16	
