# OpenSignals Text File Format. Version 1
# {"84:BA:20:5E:FF:67": {"position": 0, "device": "bitalino_rev", "device name": "84:BA:20:5E:FF:67", "device connection": "BTH84:BA:20:5E:FF:67", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-3-1", "time": "19:17:20.238", "channels": [1, 2, 3, 4, 5, 6], "sensor": ["RAW", "RAW", "RAW", "RAW", "RAW", "RAW"], "label": ["A1", "A2", "A3", "A4", "A5", "A6"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3", "A4", "A5", "A6"], "special": [{}, {}, {}, {}, {}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	514	509	0	538	39	22	
1	0	0	0	0	516	512	0	325	39	22	
2	0	0	0	0	521	509	0	620	39	22	
3	0	0	0	0	514	506	0	330	39	22	
4	0	0	0	0	517	509	0	578	39	22	
5	0	0	0	0	508	505	0	330	39	22	
6	0	0	0	0	506	510	0	607	39	22	
7	0	0	0	0	512	509	0	339	39	22	
8	0	0	0	0	508	508	0	615	39	22	
9	0	0	0	0	516	510	0	332	39	22	
10	0	0	0	0	510	512	0	591	39	22	
11	0	0	0	0	514	506	0	322	39	22	
12	0	0	0	0	508	509	0	636	39	22	
13	0	0	0	0	512	510	0	331	39	22	
14	0	0	0	0	513	510	0	596	39	22	
15	0	0	0	0	511	508	0	318	39	22	
0	0	0	0	0	513	510	0	542	39	22	
1	0	0	0	0	556	509	0	327	39	22	
2	0	0	0	0	509	508	0	643	39	22	
3	0	0	0	0	517	509	0	324	39	22	
4	0	0	0	0	513	511	0	627	39	22	
5	0	0	0	0	515	508	0	318	39	22	
6	0	0	0	0	520	505	0	624	39	22	
7	0	0	0	0	512	510	0	310	39	22	
8	0	0	0	0	511	508	0	500	39	22	
9	0	0	0	0	508	508	0	317	39	22	
10	0	0	0	0	515	508	0	553	39	22	
11	0	0	0	0	514	508	0	322	39	22	
12	0	0	0	0	521	507	0	643	39	22	
13	0	0	0	0	513	509	0	320	39	22	
14	0	0	0	0	507	508	0	556	39	22	
15	0	0	0	0	515	509	0	319	39	22	
0	0	0	0	0	507	507	0	552	39	22	
1	0	0	0	0	519	510	0	332	39	22	
2	0	0	0	0	499	510	0	603	39	22	
3	0	0	0	0	516	506	0	333	39	22	
4	0	0	0	0	506	508	0	566	39	22	
5	0	0	0	0	516	509	0	331	39	22	
6	0	0	0	0	510	508	0	580	39	22	
7	0	0	0	0	515	507	0	335	39	22	
8	0	0	0	0	516	507	0	595	39	23	
9	0	0	0	0	515	507	0	330	39	22	
10	0	0	0	0	514	510	0	603	39	22	
11	0	0	0	0	515	509	0	327	39	23	
12	0	0	0	0	512	511	0	637	39	23	
13	0	0	0	0	517	507	0	330	39	23	
