# OpenSignals Text File Format. Version 1
"# {""84:BA:20:5E:FF:67"": {""position"": 0, ""device"": ""bitalino_rev"", ""device name"": ""84:BA:20:5E:FF:67"", ""device connection"": ""BTH84:BA:20:5E:FF:67"", ""sampling rate"": 100, ""resolution"": [4, 1, 1, 1, 1, 10, 10, 10, 10, 6, 6], ""firmware version"": 1282, ""comments"": """", ""keywords"": """", ""mode"": 0, ""sync interval"": 2, ""date"": ""2024-3-2"", ""time"": ""19:45:28.890"", ""channels"": [1, 2, 3, 4, 5, 6], ""sensor"": [""EMGBITREV"", ""ECGBIT"", ""EDABITREV"", ""EEGBITREV"", ""ACCBITREV"", ""LUX""], ""label"": [""A1"", ""A2"", ""A3"", ""A4"", ""A5"", ""A6""], ""column"": [""nSeq"", ""I1"", ""I2"", ""O1"", ""O2"", ""A1"", ""A2"", ""A3"", ""A4"", ""A5"", ""A6""], ""special"": [{}, {}, {}, {}, {}, {}], ""digital IO"": [0, 0, 1, 1]}}"
# EndOfHeader
0	0	0	0	0	511	508	0	516	39	0
1	0	0	0	0	519	508	0	507	39	0
2	0	0	0	0	506	513	0	522	39	0
3	0	0	0	0	509	505	0	511	39	0
4	0	0	0	0	512	503	0	508	39	0
5	0	0	0	0	512	494	0	506	39	0
6	0	0	0	0	514	492	0	513	39	0
7	0	0	0	0	513	485	0	504	39	0
8	0	0	0	0	515	491	0	516	39	0
9	0	0	0	0	512	489	0	505	39	0
10	0	0	0	0	512	493	0	510	39	0
11	0	0	0	0	516	491	0	507	39	0
12	0	0	0	0	516	500	0	519	39	0
13	0	0	0	0	510	501	0	510	39	0
14	0	0	0	0	513	512	0	517	39	0
15	0	0	0	0	511	516	0	507	39	0
0	0	0	0	0	511	524	0	516	39	0
1	0	0	0	0	516	524	0	510	39	0
2	0	0	0	0	510	533	0	512	39	0
3	0	0	0	0	514	532	0	507	39	0
4	0	0	0	0	509	540	0	513	39	0
5	0	0	0	0	510	540	0	506	39	0
6	0	0	0	0	513	543	0	518	39	0
7	0	0	0	0	514	534	0	505	39	0
8	0	0	0	0	508	532	0	518	39	0
9	0	0	0	0	521	522	0	508	39	0
10	0	0	0	0	514	520	0	513	39	0
11	0	0	0	0	516	510	0	507	39	0
12	0	0	0	0	511	509	0	506	39	0
13	0	0	0	0	519	501	0	501	39	0
14	0	0	0	0	515	505	0	513	39	0
15	0	0	0	0	514	501	0	512	39	0
0	0	0	0	0	508	506	0	513	39	0
1	0	0	0	0	513	504	0	503	39	0
2	0	0	0	0	510	511	0	513	39	0
3	0	0	0	0	515	507	0	499	39	0
4	0	0	0	0	509	511	0	518	39	0
5	0	0	0	0	513	506	0	508	39	0
6	0	0	0	0	512	510	0	508	39	0
7	0	0	0	0	519	505	0	509	39	0
8	0	0	0	0	513	509	0	515	39	0
9	0	0	0	0	513	507	0	499	39	0
10	0	0	0	0	509	515	0	520	39	0
11	0	0	0	0	508	514	0	505	39	0
12	0	0	0	0	516	519	0	510	39	0
13	0	0	0	0	511	515	0	506	39	0
14	0	0	0	0	516	516	0	516	39	0
15	0	0	0	0	516	509	0	504	39	0
0	0	0	0	0	514	510	0	507	39	0
1	0	0	0	0	515	499	0	509	39	0
2	0	0	0	0	509	504	0	519	39	0
3	0	0	0	0	515	497	0	505	39	0
4	0	0	0	0	514	501	0	509	39	0
5	0	0	0	0	512	497	0	508	39	0
6	0	0	0	0	512	503	0	512	39	0
7	0	0	0	0	518	499	0	504	39	0
8	0	0	0	0	510	505	0	520	39	0
9	0	0	0	0	516	499	0	504	39	0
10	0	0	0	0	512	504	0	515	39	0
11	0	0	0	0	515	503	0	510	39	0
12	0	0	0	0	508	510	0	507	39	0
13	0	0	0	0	519	506	0	510	39	0
14	0	0	0	0	518	511	0	512	39	0
15	0	0	0	0	514	506	0	503	39	0
0	0	0	0	0	508	508	0	519	39	0
1	0	0	0	0	514	502	0	513	39	0
2	0	0	0	0	508	506	0	511	39	0
3	0	0	0	0	515	502	0	507	39	0
4	0	0	0	0	505	507	0	517	39	0
5	0	0	0	0	511	504	0	505	39	0
6	0	0	0	0	507	509	0	502	39	0
7	0	0	0	0	511	502	0	499	39	0
8	0	0	0	0	507	461	0	522	39	0
9	0	0	0	0	508	433	0	515	39	0
10	0	0	0	0	508	476	0	510	39	0
11	0	0	0	0	514	556	0	505	39	0
12	0	0	0	0	522	559	0	505	39	0
13	0	0	0	0	514	551	0	512	39	0
14	0	0	0	0	512	538	0	523	39	0
15	0	0	0	0	517	504	0	503	39	0
0	0	0	0	0	512	503	0	515	39	0
1	0	0	0	0	513	498	0	512	39	0
2	0	0	0	0	516	500	0	519	39	0
3	0	0	0	0	519	500	0	502	39	0
4	0	0	0	0	508	505	0	507	39	0
5	0	0	0	0	512	497	0	509	39	0
6	0	0	0	0	508	499	0	517	39	0
7	0	0	0	0	514	491	0	510	39	0
8	0	0	0	0	510	489	0	511	39	0
9	0	0	0	0	516	481	0	512	39	0
10	0	0	0	0	512	489	0	514	39	0
11	0	0	0	0	514	489	0	508	39	0
12	0	0	0	0	509	499	0	512	39	0
13	0	0	0	0	511	499	0	510	39	0
14	0	0	0	0	514	511	0	507	39	0
15	0	0	0	0	510	509	0	504	39	0
0	0	0	0	0	509	515	0	509	39	0
1	0	0	0	0	510	510	0	502	39	0
2	0	0	0	0	512	518	0	516	39	0
3	0	0	0	0	519	517	0	500	39	0
4	0	0	0	0	520	525	0	512	39	0
5	0	0	0	0	515	527	0	513	39	0
6	0	0	0	0	511	536	0	508	39	0
7	0	0	0	0	514	535	0	501	39	0
8	0	0	0	0	515	538	0	512	39	0
9	0	0	0	0	515	529	0	502	39	0
10	0	0	0	0	512	526	0	513	39	0
11	0	0	0	0	512	513	0	505	39	0
12	0	0	0	0	512	510	0	519	39	0
13	0	0	0	0	509	503	0	508	39	0
14	0	0	0	0	512	507	0	518	39	0
15	0	0	0	0	513	502	0	518	39	0
0	0	0	0	0	520	507	0	516	39	0
1	0	0	0	0	513	506	0	507	39	0
2	0	0	0	0	512	514	0	517	39	0
3	0	0	0	0	518	510	0	501	39	0
4	0	0	0	0	514	515	0	513	39	0
5	0	0	0	0	514	510	0	509	39	0
6	0	0	0	0	512	513	0	512	39	0
7	0	0	0	0	513	508	0	512	39	0
8	0	0	0	0	508	512	0	510	39	0
9	0	0	0	0	515	506	0	508	39	0
10	0	0	0	0	513	511	0	515	39	0
11	0	0	0	0	515	506	0	511	39	0
12	0	0	0	0	513	512	0	517	39	0
13	0	0	0	0	518	509	0	501	39	0
14	0	0	0	0	512	512	0	514	39	0
15	0	0	0	0	516	508	0	507	39	0
0	0	0	0	0	514	512	0	522	39	0
1	0	0	0	0	512	504	0	509	39	0
2	0	0	0	0	514	509	0	510	39	0
3	0	0	0	0	513	504	0	503	39	0
4	0	0	0	0	520	509	0	513	39	0
5	0	0	0	0	514	504	0	508	39	0
6	0	0	0	0	515	508	0	510	39	0
7	0	0	0	0	511	502	0	510	39	0
8	0	0	0	0	511	509	0	508	39	0
9	0	0	0	0	521	507	0	510	39	0
10	0	0	0	0	505	514	0	509	39	0
11	0	0	0	0	515	514	0	515	39	0
12	0	0	0	0	510	521	0	510	39	0
13	0	0	0	0	508	516	0	503	39	0
14	0	0	0	0	511	519	0	516	39	0
15	0	0	0	0	515	508	0	503	39	0
0	0	0	0	0	515	509	0	515	39	0
1	0	0	0	0	513	504	0	506	39	0
